Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Direct In
High Voltage:,1200
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,103
Calibration Coefficients:Elapsed Real Time:,50.87
Elapsed Live Time:,50.73
Start Time:,September 19, 2023, 10:18:23
End Time:,September 19, 2023, 10:18:28
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,1,1023,5216,4703,0,377

Channel Data:
Channel,Energy,Counts
373,,8
374,,8
375,,15
376,,8
377,,11
378,,12
379,,7
380,,7
381,,13
382,,8
383,,8
384,,10
385,,7
386,,9
387,,6
388,,3
389,,10
390,,8
391,,12
392,,8
393,,11
394,,6
395,,6
396,,3
397,,9
398,,8
399,,10
400,,5
401,,9
402,,9
403,,6
404,,11
405,,10
406,,7
407,,7
408,,6
409,,6
410,,11
411,,5
412,,3
413,,8
414,,5
415,,3
416,,4
417,,11
418,,14
419,,9
420,,6
421,,12
422,,8
423,,10
424,,5
425,,7
426,,8
427,,8
428,,2
429,,12
430,,11
431,,10
432,,9
433,,4
434,,13
435,,9
436,,6
437,,5
438,,9
439,,7
440,,4
441,,6
442,,7
443,,11
444,,9
445,,7
446,,10
447,,5
448,,9
449,,9
450,,8
451,,5
452,,3
453,,5
454,,3
455,,5
456,,10
457,,6
458,,8
459,,11
460,,4
461,,6
462,,5
463,,6
464,,7
465,,3
466,,8
467,,6
468,,10
469,,9
470,,4
471,,7
472,,7
473,,6
474,,5
475,,8
476,,3
477,,2
478,,5
479,,0
480,,7
481,,5
482,,4
483,,6
484,,7
485,,3
486,,8
487,,7
488,,4
489,,4
490,,4
491,,3
492,,4
493,,3
494,,4
495,,5
496,,1
497,,3
498,,4
499,,4
500,,2
501,,3
502,,4
503,,2
504,,3
505,,7
506,,7
507,,2
508,,6
509,,2
510,,3
511,,5
512,,2
513,,1
514,,4
515,,4
516,,4
517,,3
518,,3
519,,3
520,,4
521,,3
522,,2
523,,5
524,,3
525,,2
526,,3
527,,4
528,,2
529,,4
530,,2
531,,0
532,,3
533,,3
534,,2
535,,1
536,,1
537,,0
538,,3
539,,0
540,,2
541,,4
542,,0
543,,4
544,,5
545,,4
546,,5
547,,2
548,,2
549,,0
550,,1
551,,1
552,,3
553,,5
554,,1
555,,0
556,,0
557,,0
558,,4
559,,3
560,,2
561,,2
562,,0
563,,2
564,,1
565,,2
566,,1
567,,2
568,,2
569,,3
570,,6
571,,2
572,,4
573,,1
574,,1
575,,0
576,,3
577,,0
578,,2
579,,3
580,,2
581,,1
582,,0
583,,5
584,,2
585,,1
586,,1
587,,3
588,,0
589,,2
590,,1
591,,0
592,,2
593,,4
594,,1
595,,1
596,,1
597,,2
598,,0
599,,2
600,,2
601,,1
602,,1
603,,1
604,,3
605,,0
606,,2
607,,1
608,,2
609,,4
610,,0
611,,2
612,,1
613,,0
614,,2
615,,3
616,,3
617,,1
618,,1
619,,3
620,,0
621,,1
622,,0
623,,4
624,,1
625,,1
626,,2
627,,1
628,,3
629,,0
630,,2
631,,1
632,,4
633,,1
634,,0
635,,2
636,,2
637,,4
638,,1
639,,0
640,,0
641,,1
642,,3
643,,2
644,,0
645,,1
646,,1
647,,0
648,,0
649,,2
650,,5
651,,3
652,,0
653,,0
654,,1
655,,1
656,,0
657,,1
658,,2
659,,4
660,,0
661,,0
662,,3
663,,3
664,,0
665,,1
666,,0
667,,0
668,,2
669,,0
670,,1
671,,1
672,,3
673,,0
674,,0
675,,1
676,,0
677,,1
678,,3
679,,2
680,,1
681,,1
682,,1
683,,0
684,,2
685,,1
686,,1
687,,1
688,,2
689,,2
690,,1
691,,2
692,,2
693,,1
694,,4
695,,1
696,,3
697,,2
698,,2
699,,3
700,,0
701,,3
702,,2
703,,2
704,,2
705,,1
706,,2
707,,3
708,,0
709,,0
710,,1
711,,2
712,,2
713,,1
714,,2
715,,3
716,,1
717,,1
718,,1
719,,3
720,,2
721,,2
722,,4
723,,3
724,,1
725,,2
726,,2
727,,0
728,,2
729,,1
730,,3
731,,1
732,,0
733,,2
734,,1
735,,0
736,,0
737,,2
738,,0
739,,2
740,,0
741,,0
742,,2
743,,5
744,,5
745,,3
746,,0
747,,3
748,,3
749,,2
750,,3
751,,1
752,,2
753,,1
754,,1
755,,2
756,,0
757,,1
758,,1
759,,2
760,,3
761,,1
762,,1
763,,0
764,,1
765,,0
766,,1
767,,2
768,,1
769,,2
770,,1
771,,3
772,,1
773,,2
774,,2
775,,3
776,,0
777,,1
778,,0
779,,2
780,,1
781,,2
782,,3
783,,1
784,,2
785,,2
786,,1
787,,2
788,,1
789,,2
790,,1
791,,3
792,,1
793,,2
794,,2
795,,1
796,,1
797,,0
798,,1
799,,3
800,,4
801,,2
802,,2
803,,2
804,,0
805,,2
806,,2
807,,2
808,,3
809,,0
810,,1
811,,1
812,,1
813,,0
814,,2
815,,2
816,,2
817,,3
818,,2
819,,1
820,,4
821,,1
822,,1
823,,0
824,,2
825,,1
826,,1
827,,2
828,,0
829,,3
830,,0
831,,4
832,,2
833,,4
834,,4
835,,2
836,,0
837,,1
838,,3
839,,4
840,,0
841,,3
842,,3
843,,5
844,,0
845,,3
846,,1
847,,4
848,,3
849,,0
850,,0
851,,2
852,,2
853,,1
854,,3
855,,5
856,,4
857,,2
858,,0
859,,2
860,,2
861,,4
862,,6
863,,4
864,,2
865,,3
866,,4
867,,0
868,,2
869,,1
870,,4
871,,2
872,,4
873,,1
874,,3
875,,2
876,,5
877,,4
878,,3
879,,4
880,,3
881,,1
882,,1
883,,1
884,,4
885,,3
886,,1
887,,5
888,,3
889,,1
890,,1
891,,3
892,,3
893,,2
894,,5
895,,2
896,,4
897,,3
898,,1
899,,3
900,,1
901,,2
902,,1
903,,3
904,,3
905,,1
906,,3
907,,2
908,,5
909,,3
910,,6
911,,3
912,,1
913,,2
914,,1
915,,3
916,,6
917,,1
918,,2
919,,2
920,,4
921,,2
922,,4
923,,2
924,,6
925,,1
926,,2
927,,1
928,,3
929,,3
930,,2
931,,1
932,,2
933,,1
934,,5
935,,7
936,,3
937,,2
938,,4
939,,5
940,,2
941,,0
942,,5
943,,3
944,,1
945,,4
946,,4
947,,1
948,,4
949,,4
950,,3
951,,3
952,,1
953,,3
954,,2
955,,4
956,,2
957,,2
958,,3
959,,2
960,,5
961,,2
962,,2
963,,7
964,,4
965,,2
966,,2
967,,4
968,,6
969,,4
970,,0
971,,4
972,,3
973,,4
974,,3
975,,2
976,,3
977,,2
978,,3
979,,0
980,,2
981,,2
982,,4
983,,2
984,,2
985,,2
986,,3
987,,3
988,,4
989,,1
990,,2
991,,7
992,,3
993,,6
994,,5
995,,8
996,,4
997,,4
998,,6
999,,6
1000,,0
1001,,3
1002,,0
1003,,1
1004,,3
1005,,2
1006,,0
1007,,2
1008,,3
1009,,6
1010,,4
1011,,5
1012,,1
1013,,2
1014,,4
1015,,1
1016,,4
1017,,3
1018,,1
1019,,2
1020,,3
1021,,4
1022,,2
1023,,2
