Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Direct In
High Voltage:,1200
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,103
Calibration Coefficients:Elapsed Real Time:,40.88
Elapsed Live Time:,40.77
Start Time:,September 19, 2023, 10:16:43
End Time:,September 19, 2023, 10:16:48
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,1,1023,4178,4177,0,377

Channel Data:
Channel,Energy,Counts
373,,7
374,,6
375,,13
376,,6
377,,11
378,,9
379,,6
380,,7
381,,9
382,,6
383,,7
384,,8
385,,6
386,,8
387,,5
388,,3
389,,9
390,,6
391,,9
392,,7
393,,7
394,,6
395,,5
396,,3
397,,6
398,,7
399,,10
400,,5
401,,9
402,,7
403,,6
404,,11
405,,6
406,,7
407,,6
408,,5
409,,4
410,,10
411,,3
412,,2
413,,5
414,,2
415,,2
416,,4
417,,9
418,,8
419,,8
420,,6
421,,11
422,,8
423,,8
424,,4
425,,4
426,,7
427,,7
428,,2
429,,10
430,,11
431,,7
432,,7
433,,4
434,,12
435,,8
436,,4
437,,5
438,,7
439,,4
440,,3
441,,5
442,,5
443,,7
444,,8
445,,5
446,,7
447,,5
448,,6
449,,5
450,,7
451,,3
452,,2
453,,3
454,,3
455,,2
456,,8
457,,5
458,,6
459,,11
460,,4
461,,5
462,,5
463,,3
464,,6
465,,2
466,,6
467,,5
468,,9
469,,8
470,,3
471,,6
472,,7
473,,6
474,,4
475,,5
476,,2
477,,2
478,,3
479,,0
480,,6
481,,5
482,,3
483,,5
484,,7
485,,2
486,,7
487,,7
488,,3
489,,4
490,,4
491,,3
492,,4
493,,3
494,,3
495,,4
496,,0
497,,3
498,,3
499,,3
500,,2
501,,3
502,,3
503,,1
504,,2
505,,5
506,,4
507,,1
508,,5
509,,1
510,,3
511,,4
512,,1
513,,1
514,,3
515,,3
516,,3
517,,3
518,,3
519,,2
520,,0
521,,3
522,,2
523,,5
524,,2
525,,1
526,,2
527,,4
528,,1
529,,3
530,,2
531,,0
532,,3
533,,3
534,,2
535,,1
536,,1
537,,0
538,,2
539,,0
540,,2
541,,3
542,,0
543,,3
544,,5
545,,4
546,,5
547,,2
548,,1
549,,0
550,,1
551,,0
552,,3
553,,5
554,,1
555,,0
556,,0
557,,0
558,,3
559,,2
560,,1
561,,2
562,,0
563,,2
564,,1
565,,2
566,,1
567,,0
568,,2
569,,1
570,,3
571,,2
572,,3
573,,1
574,,1
575,,0
576,,1
577,,0
578,,1
579,,1
580,,1
581,,1
582,,0
583,,4
584,,2
585,,1
586,,1
587,,3
588,,0
589,,2
590,,1
591,,0
592,,1
593,,2
594,,1
595,,1
596,,0
597,,1
598,,0
599,,2
600,,2
601,,1
602,,1
603,,1
604,,3
605,,0
606,,2
607,,1
608,,2
609,,2
610,,0
611,,2
612,,1
613,,0
614,,2
615,,2
616,,1
617,,1
618,,1
619,,2
620,,0
621,,1
622,,0
623,,4
624,,1
625,,1
626,,1
627,,1
628,,3
629,,0
630,,2
631,,1
632,,4
633,,0
634,,0
635,,2
636,,2
637,,4
638,,1
639,,0
640,,0
641,,1
642,,3
643,,2
644,,0
645,,1
646,,0
647,,0
648,,0
649,,1
650,,3
651,,2
652,,0
653,,0
654,,1
655,,1
656,,0
657,,1
658,,2
659,,3
660,,0
661,,0
662,,2
663,,2
664,,0
665,,1
666,,0
667,,0
668,,2
669,,0
670,,0
671,,1
672,,3
673,,0
674,,0
675,,1
676,,0
677,,0
678,,3
679,,2
680,,1
681,,1
682,,0
683,,0
684,,2
685,,1
686,,1
687,,1
688,,2
689,,1
690,,1
691,,1
692,,2
693,,1
694,,4
695,,1
696,,2
697,,2
698,,1
699,,2
700,,0
701,,2
702,,2
703,,1
704,,2
705,,1
706,,2
707,,2
708,,0
709,,0
710,,1
711,,1
712,,1
713,,1
714,,1
715,,3
716,,1
717,,1
718,,0
719,,1
720,,2
721,,2
722,,4
723,,3
724,,1
725,,1
726,,2
727,,0
728,,2
729,,1
730,,2
731,,1
732,,0
733,,2
734,,0
735,,0
736,,0
737,,2
738,,0
739,,2
740,,0
741,,0
742,,2
743,,4
744,,5
745,,2
746,,0
747,,3
748,,3
749,,1
750,,3
751,,1
752,,2
753,,1
754,,1
755,,1
756,,0
757,,1
758,,1
759,,0
760,,1
761,,1
762,,1
763,,0
764,,1
765,,0
766,,1
767,,1
768,,1
769,,2
770,,1
771,,2
772,,1
773,,2
774,,2
775,,2
776,,0
777,,1
778,,0
779,,0
780,,1
781,,2
782,,3
783,,1
784,,2
785,,2
786,,1
787,,2
788,,0
789,,2
790,,1
791,,2
792,,1
793,,0
794,,1
795,,1
796,,1
797,,0
798,,0
799,,2
800,,1
801,,1
802,,0
803,,2
804,,0
805,,2
806,,2
807,,2
808,,3
809,,0
810,,1
811,,1
812,,1
813,,0
814,,0
815,,2
816,,1
817,,3
818,,2
819,,1
820,,2
821,,1
822,,1
823,,0
824,,1
825,,1
826,,1
827,,2
828,,0
829,,1
830,,0
831,,4
832,,2
833,,4
834,,4
835,,2
836,,0
837,,1
838,,3
839,,4
840,,0
841,,1
842,,3
843,,3
844,,0
845,,3
846,,1
847,,3
848,,2
849,,0
850,,0
851,,1
852,,1
853,,1
854,,1
855,,3
856,,2
857,,1
858,,0
859,,2
860,,2
861,,3
862,,4
863,,3
864,,2
865,,3
866,,3
867,,0
868,,2
869,,1
870,,3
871,,2
872,,3
873,,1
874,,2
875,,1
876,,5
877,,3
878,,3
879,,4
880,,3
881,,1
882,,1
883,,1
884,,3
885,,2
886,,1
887,,5
888,,3
889,,1
890,,1
891,,2
892,,3
893,,2
894,,3
895,,2
896,,0
897,,3
898,,1
899,,2
900,,1
901,,2
902,,0
903,,1
904,,2
905,,1
906,,3
907,,1
908,,4
909,,3
910,,4
911,,3
912,,1
913,,2
914,,0
915,,3
916,,6
917,,1
918,,2
919,,1
920,,3
921,,2
922,,4
923,,1
924,,5
925,,1
926,,2
927,,0
928,,3
929,,3
930,,1
931,,0
932,,2
933,,1
934,,4
935,,6
936,,1
937,,2
938,,4
939,,5
940,,2
941,,0
942,,5
943,,2
944,,0
945,,3
946,,3
947,,1
948,,4
949,,3
950,,3
951,,3
952,,1
953,,3
954,,2
955,,3
956,,1
957,,2
958,,2
959,,1
960,,3
961,,2
962,,2
963,,6
964,,2
965,,2
966,,0
967,,4
968,,6
969,,3
970,,0
971,,3
972,,2
973,,2
974,,3
975,,2
976,,3
977,,2
978,,2
979,,0
980,,2
981,,2
982,,3
983,,2
984,,2
985,,1
986,,2
987,,3
988,,4
989,,1
990,,2
991,,3
992,,1
993,,5
994,,5
995,,7
996,,4
997,,3
998,,6
999,,5
1000,,0
1001,,3
1002,,0
1003,,1
1004,,2
1005,,1
1006,,0
1007,,1
1008,,3
1009,,5
1010,,2
1011,,4
1012,,1
1013,,2
1014,,3
1015,,1
1016,,3
1017,,2
1018,,1
1019,,2
1020,,2
1021,,2
1022,,1
1023,,1
